Municipios;Distritos;Secciones;Sexo;Distribución de la renta por unidad de consumo;Periodo;Total
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42003 Adradas;;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42003 Adradas;;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42003 Adradas;;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
